Vnum	Name	Rank	Type	BattleType	Level	Size	AiFlags	MountCapacity	RaceFlags	ImmuneFlags	Empire	Folder	OnClick	St	Dx	Ht	Iq	MinDamage	MaxDamage	MaxHp	RegenCycle	RegenPercent	MinGold	MaxGold	Exp	Def	AttackSpeed	MoveSpeed	AggressiveHpPct	AggressiveSight	AttackRange	DropItemGroup	ResurrectionVnum	EnchantCurse	EnchantSlow	EnchantPoison	EnchantStun	EnchantCritical	EnchantPenetrate	ResistSword	ResistTwoHanded	ResistDagger	ResistBell	ResistFan	ResistBow	ResistFire	ResistElect	ResistMagic	ResistWind	ResistPoison	DamMultiply	SummonVnum	DrainSp	MobColor	PolymorphItem	SkillLevel0	SkillVnum0	SkillLevel1	SkillVnum1	SkillLevel2	SkillVnum2	SkillLevel3	SkillVnum3	SkillLevel4	SkillVnum4	SpBerserk	SpStoneskin	SpGodspeed	SpDeathblow	SpRevive			
3402	Tritao Tubarao	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_soldier2	0	121	60	121	30	183	224	14605	3	2	37400	56100	30800	116	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
3403	Tritao Feiticeiro	S_PAWN	MONSTER	RANGE	98		AGGR,STONESKIN	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_magic	0	61	92	122	30	185	226	14825	5	5	37700	56600	31110	117	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3404	Tritão Caçador	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_officer	0	124	93	62	31	166	249	37609	5	7	57100	85600	94320	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3405	Tritão Dilacerador	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	triton_general	0	126	94	63	31	50	150	77407	5	10	77400	116100	229870	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3490	General Kappa	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	triton_boss	0	128	96	64	32	150	280	318384	10	10	98400	147600	1129840	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3404	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3491	Tritão	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	triton_boss2	0	98	131	65	32	240	430	1300000	30	15	0	0	4147050	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3405	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3501	Amazona Vermelha	PAWN	MONSTER	MELEE	95		AGGR,GODSPEED	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_bow	0	89	119	59	29	180	220	7084	3	2	18400	27600	12570	95	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
3502	Assassino Vermelho	S_PAWN	MONSTER	MELEE	96		AGGR,REVIVE	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_soldier2	0	120	90	60	30	182	222	14388	3	2	37100	55600	30490	115	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
3503	Mago Vermelho	S_PAWN	MONSTER	RANGE	97		AGGR,STONESKIN	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_magic	0	91	121	60	30	183	224	14605	5	5	37400	56100	30800	116	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3504	Executor Vermelho	KNIGHT	MONSTER	MELEE	98		AGGR,BERSERK	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_officer	0	122	92	61	30	164	247	37064	5	7	56600	84900	93360	137	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3505	General Negro	S_KNIGHT	MONSTER	MELEE	99		AGGR,GODSPEED	0	HUMAN,ATT_EARTH	SLOW,CURSE,TERROR	0	redthief_general	0	124	93	62	31	166	249	75218	5	10	76100	114200	225330	168	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3551	Amazona Brutal	PAWN	MONSTER	MELEE	97		AGGR,GODSPEED	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_bow	0	91	121	60	30	183	224	7302	3	2	18700	28000	12830	97	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	20	256	0	0	0	0	0	0	0	0	10	0	0	0	0			
3552	Assassino Brutal	S_PAWN	MONSTER	MELEE	98		AGGR,REVIVE	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_soldier2	0	122	92	61	30	185	226	14825	3	2	37700	56600	31110	117	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	20	257	25	258	0	0	0	0	0	0	0	10	0	0	0			
3553	Mago Brutal	S_PAWN	MONSTER	RANGE	99		AGGR,STONESKIN	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_magic	0	93	124	62	31	187	228	15043	5	5	38000	57100	31430	118	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3554	Executor Brutal	KNIGHT	MONSTER	MELEE	100		AGGR,BERSERK	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_officer	0	125	93	62	31	168	252	38159	5	7	57600	86400	95270	140	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3555	General Branco	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	HUMAN,ATT_ELEC	SLOW,CURSE,TERROR	0	redthief2_general	0	126	94	63	31	169	254	77407	5	10	77400	116100	229870	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3590	Esqueleto	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	redthief_boss	0	128	64	128	32	150	280	318384	10	10	98400	147600	1129840	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3504	20	None	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40			
3591	Monarca Vermelho	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	redthief_boss2	0	131	65	131	32	153	285	981420	30	15	180000	270000	4147050	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3505	25	None	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40			
3595	Esqueleto Brutal	BOSS	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	redthief2_boss	0	131	65	131	32	153	285	327140	10	10	100000	150000	1151720	210	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3554	25	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3596	Monarca Brutal	KING	MONSTER	MELEE	107		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	redthief2_boss2	0	133	66	133	33	156	290	1007688	30	15	182800	274300	4225850	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3555	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3601	Artrópode Guerreiro	PAWN	MONSTER	MELEE	96		AGGR,GODSPEED	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	crustacean_soldier	0	120	90	60	30	50	120	7194	3	2	18500	27800	12700	96	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
3602	Artrópode de Infantaria	S_PAWN	MONSTER	MELEE	97		AGGR,REVIVE	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	crustacean_bow	0	121	91	60	30	50	120	14605	3	2	37400	56100	30800	116	110	110	100	2000	850	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
3603	Artrópode Soldado	S_PAWN	MONSTER	MELEE	98		AGGR,STONESKIN	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	crustacean_soldier2	0	122	92	61	30	50	120	14825	5	5	37700	56600	31110	117	110	110	100	2000	100	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3604	Artrópode Diabólico	KNIGHT	MONSTER	MELEE	99		AGGR,BERSERK	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	crustacean_officer	0	93	124	62	31	50	120	37609	5	7	57100	85600	94320	138	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3605	Artrópode de Armadura	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	DEVIL,ATT_ICE	SLOW,CURSE,TERROR	0	crustacean_general	0	126	63	126	31	50	120	77407	5	10	77400	116100	229870	171	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3690	General Lagosta	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	crustacean_boss	0	96	128	64	32	230	350	1200000	15	10	0	0	1129840	206	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3604	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3691	Caranguejo Rei	KING	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL,ATT_ICE	STUN,SLOW,CURSE,TERROR	0	crustacean_boss2	0	65	131	65	32	153	285	981420	30	15	180000	270000	4147050	252	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3605	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3701	Mastigador Colossal	PAWN	MONSTER	MELEE	100		AGGR,GODSPEED	0	ORC,ATT_EARTH	SLOW,CURSE,TERROR	0	giant_soldier	0	125	62	125	31	189	231	7631	3	2	19200	28800	13230	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
3702	Matador Colossal	S_PAWN	MONSTER	MELEE	101		AGGR,REVIVE	0	ORC,ATT_EARTH	SLOW,CURSE,TERROR	0	giant_soldier2	0	126	63	126	31	190	233	15481	3	2	38700	58000	32070	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
3703	Mago Colossal	S_PAWN	MONSTER	RANGE	103		AGGR,STONESKIN	0	ORC,ATT_EARTH	SLOW,CURSE,TERROR	0	giant_magic	0	64	128	64	32	194	237	15919	5	5	39300	59000	32700	123	110	110	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3704	Gêmeos	KNIGHT	MONSTER	MELEE	104		AGGR,BERSERK	0	ORC,ATT_EARTH	SLOW,CURSE,TERROR	0	giant_officer	0	130	65	130	32	174	261	40348	5	7	59500	89200	99070	145	110	110	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3705	Capitão Gancho	S_KNIGHT	MONSTER	MELEE	105		AGGR,GODSPEED	0	ORC,ATT_EARTH	SLOW,CURSE,TERROR	0	giant_general	0	131	65	131	32	175	263	81785	5	10	80000	120000	238950	178	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3790	Gárgula	BOSS	MONSTER	MELEE	106		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	giant_boss	0	99	132	66	33	154	287	331540	10	10	100800	151200	1162660	212	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3704	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3791	Rei Anfíbio	KING	MONSTER	MELEE	107		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ORC,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	giant_boss2	0	133	66	133	33	200	350	2000000	30	20	182800	274300	4225850	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3705	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3801	Ogro Selvagem	PAWN	MONSTER	MELEE	99		AGGR,GODSPEED	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	ogre_soldier	0	62	93	124	31	187	228	7521	3	2	19000	28500	13100	99	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
3802	Ogro Arqueiro	S_PAWN	MONSTER	MELEE	100		AGGR,REVIVE	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	ogre_bow	0	62	125	62	31	189	231	15263	3	2	38400	57600	31750	120	110	110	100	2000	850	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
3803	Ogro Lutador	S_PAWN	MONSTER	MELEE	101		AGGR,STONESKIN	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	ogre_officer	0	63	94	126	31	190	233	15481	5	5	38700	58000	32070	121	110	110	100	2000	100	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3804	Ogro Feiticeiro	KNIGHT	MONSTER	MELEE	102		AGGR,BERSERK	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	ogre_magic	0	95	127	63	31	171	256	39253	5	7	58500	87800	97170	142	110	110	100	2000	850	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3805	General Ogro	S_KNIGHT	MONSTER	MELEE	103		AGGR,GODSPEED	0	ANIMAL,ATT_EARTH	SLOW,CURSE,TERROR	0	ogre_general	0	128	64	128	32	172	258	79596	5	10	78700	118000	234410	175	110	110	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	2.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3890	Capitao Ogro	BOSS	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	ogre_boss	0	131	65	131	32	153	285	327140	10	10	100000	150000	1151720	210	110	110	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3804	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3891	Grande Ogro	KING	MONSTER	MELEE	107		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL,ATT_EARTH	STUN,SLOW,CURSE,TERROR	0	ogre_boss2	0	133	66	133	33	156	290	1007688	30	15	182800	274300	4225850	256	110	110	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3805	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3901	Ent Sábio	KING	MONSTER	MELEE	110		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	ent_boss1	0	137	68	137	34	160	297	1047156	30	15	187200	280800	3949150	264	100	100	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3902	Ent Monstruoso	KING	MONSTER	MELEE	110		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	ent_boss2	0	137	68	137	34	160	297	1047156	30	15	187200	280800	3949150	264	100	100	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3903	Ent Cansado	KING	MONSTER	MELEE	110		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	ent_boss3	0	137	68	137	34	160	297	1047156	30	15	187200	280800	3949150	264	100	100	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3904	Capitão Gancho	KNIGHT	MONSTER	MELEE	101		AGGR,BERSERK	0	ORC	SLOW,CURSE,TERROR	0	cyclops_officer	0	63	126	63	31	169	254	38703	5	7	58000	87100	87480	141	100	100	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3905	Seran Suprema	KING	MONSTER	MELEE	110		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	ent_boss3	0	137	68	137	34	160	297	1047156	30	15	187200	280800	3949150	264	100	100	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3906	Jinhi Suprema	KING	MONSTER	MELEE	110		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DEVIL	STUN,SLOW,CURSE,TERROR	0	ent_boss2	0	137	68	137	34	160	297	1047156	30	15	187200	280800	3949150	264	100	100	100	2000	100	0	0	0	0	5	5	10	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	25	None	0	20	257	25	258	0	0	0	0	0	0	20	20	0	30	40			
3907	Feiticeiro Vermelho	S_PAWN	MONSTER	RANGE	99		AGGR,STONESKIN	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_magic	0	93	124	62	31	187	228	15043	5	5	38000	57100	28580	118	100	100	100	2000	850	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
3908	Executor Brutal Vermelho	KNIGHT	MONSTER	MELEE	100		AGGR,BERSERK	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_officer	0	125	93	62	31	168	252	38159	5	7	57600	86400	86610	140	100	100	100	2000	100	0	0	0	0	0	10	10	16	-5	-25	0	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0			
3909	Marechal Branco	S_KNIGHT	MONSTER	MELEE	101		AGGR,GODSPEED	0	HUMAN	SLOW,CURSE,TERROR	0	redthief2_general	0	126	94	63	31	169	254	77407	5	10	77400	116100	208980	171	100	100	100	2000	100	0	0	0	0	5	0	5	15	0	-5	-25	0	0	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10			
3910	Esqueleto Mortal	BOSS	MONSTER	MELEE	103		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	HUMAN	STUN,SLOW,CURSE,TERROR	0	redthief_boss	0	128	64	128	32	150	280	318384	10	10	98400	147600	1027130	206	100	100	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	3908	20	None	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40			
3911	Árvore das Trevas	BOSS	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	ent_huge	0	131	65	131	32	153	285	327140	10	10	100000	150000	1047020	210	100	100	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3912	Árvore do Caos	BOSS	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	ent_huge	0	131	65	131	32	153	285	327140	10	10	100000	150000	1047020	210	100	100	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	35	0	0	0	0	2.0	0	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
3913	Árvore da Morte	BOSS	MONSTER	MELEE	105		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	ANIMAL	STUN,SLOW,CURSE,TERROR	0	ent_huge	0	131	65	131	32	153	285	327140	10	10	100000	150000	1047020	210	100	100	100	2000	100	0	0	0	0	0	0	3	15	40	35	40	40	40	40	0	0	0	0	0	2.0	0	20	None	0	20	256	0	0	0	0	0	0	0	0	20	20	0	30	40			
4067	Jiang-Shi	KING	NPC	MELEE	1			0		STUN,SLOW,TERROR	0	wolf	0	0	0	0	0	0	0	120	3	1	0	0	100	4	100	100	0	2000	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5001	Tanaka o Pirata	BOSS	MONSTER	MELEE	1		COWARD	0	DEVIL		0	japanese_pirate	0	1	60	90	1	0	0	30000	0	0	5000000	5000000	10	120	110	130	100	2000	150	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	0.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
5002	Hae-Tae	BOSS	MONSTER	MELEE	60		AGGR	0	DEVIL		0	fire_tiger_boss	0	85	43	65	22	121	147	60144	12	10	73600	110400	192800	79	110	130	100	2000	300	0	0	0	0	0	0	5	5	0	-5	0	0	0	0	0	90	0	0	0	1.0	0	0	None	0	30	258	20	259	0	0	0	0	0	0	0	0	0	0	0			
5004	Tanaka O Pirata	PAWN	MONSTER	MELEE	80		COWARD	0	DEVIL		0	japanese_pirate	0	1	1	1	1	0	0	1000	0	0	0	0	10	1	110	130	100	2000	150	0	0	0	0	0	0	0	0	0	-5	0	0	0	0	0	0	0	0	0	1.0	0	0	None	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
6001	Fogo Encarnado	PAWN	MONSTER	RANGE	97		AGGR,GODSPEED	0	FIRE,ATT_FIRE	SLOW,CURSE,TERROR	0	fire_ghost	0	125	62	125	31	389	431	13735	3	5	19200	28800	13230	100	110	110	100	2000	850	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
6002	Tigre de Brasas	PAWN	MONSTER	MELEE	99		AGGR,REVIVE	0	FIRE,ATT_FIRE	SLOW,CURSE,TERROR	0	fire_tiger_boss	0	126	63	126	31	390	433	27865	3	5	38700	58000	32070	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
6003	Berseker de Fogo	S_PAWN	MONSTER	MELEE	100		AGGR,STONESKIN	0	FIRE,ATT_FIRE	SLOW,CURSE,TERROR	0	fire_man	0	64	128	64	32	394	437	28653	5	7	39300	59000	32700	123	110	110	100	2000	100	0	0	0	0	3	0	3	15	-5	-5	10	10	10	20	0	0	0	0	0	1.0	0	15	None	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0			
6004	Guerreiro Sangrento	S_PAWN	MONSTER	MELEE	100		AGGR,GODSPEED	0	FIRE,ATT_FIRE	SLOW,CURSE,TERROR	0	fire_knight	0	125	62	125	31	389	431	13735	3	5	19200	28800	13230	100	110	110	100	2000	100	0	0	0	0	0	0	0	10	0	-5	0	0	0	20	0	0	0	0	0	1.0	0	5	None	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0			
6005	Guerreiro Condenado	KNIGHT	MONSTER	MELEE	103		AGGR,REVIVE	0	FIRE,ATT_FIRE	SLOW,CURSE,TERROR	0	fire_king	0	126	63	126	31	390	433	27865	3	5	38700	58000	32070	121	110	110	100	2000	100	0	0	0	0	5	0	0	12	-10	-25	5	-20	-20	20	0	0	0	0	0	1.0	0	10	None	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0			
